single_city_column_1,single_city_column_2,single_city_column_3,single_city_column_4,single_city_column_5,single_city_column_6,single_city_column_7,single_city_column_8,single_city_column_9,single_city_column_10
0.43531,0.45119,0.43438,0.36198,0.37506,0.36011,0.33069,0.35684,0.33536,0.33909
0.45119,0.43438,0.36198,0.37506,0.36011,0.33069,0.35684,0.33536,0.33909,0.35778
0.43438,0.36198,0.37506,0.36011,0.33069,0.35684,0.33536,0.33909,0.35778,0.34143
0.36198,0.37506,0.36011,0.33069,0.35684,0.33536,0.33909,0.35778,0.34143,0.32648
0.37506,0.36011,0.33069,0.35684,0.33536,0.33909,0.35778,0.34143,0.32648,0.34236
0.36011,0.33069,0.35684,0.33536,0.33909,0.35778,0.34143,0.32648,0.34236,0.33816
0.33069,0.35684,0.33536,0.33909,0.35778,0.34143,0.32648,0.34236,0.33816,0.33302
0.35684,0.33536,0.33909,0.35778,0.34143,0.32648,0.34236,0.33816,0.33302,0.36245
0.33536,0.33909,0.35778,0.34143,0.32648,0.34236,0.33816,0.33302,0.36245,0.37132
0.33909,0.35778,0.34143,0.32648,0.34236,0.33816,0.33302,0.36245,0.37132,0.36011
0.35778,0.34143,0.32648,0.34236,0.33816,0.33302,0.36245,0.37132,0.36011,0.35451
0.34143,0.32648,0.34236,0.33816,0.33302,0.36245,0.37132,0.36011,0.35451,0.34376
0.32648,0.34236,0.33816,0.33302,0.36245,0.37132,0.36011,0.35451,0.34376,0.32275
0.34236,0.33816,0.33302,0.36245,0.37132,0.36011,0.35451,0.34376,0.32275,0.33723
0.33816,0.33302,0.36245,0.37132,0.36011,0.35451,0.34376,0.32275,0.33723,0.30173
0.33302,0.36245,0.37132,0.36011,0.35451,0.34376,0.32275,0.33723,0.30173,0.31527
0.36245,0.37132,0.36011,0.35451,0.34376,0.32275,0.33723,0.30173,0.31527,0.33162
0.37132,0.36011,0.35451,0.34376,0.32275,0.33723,0.30173,0.31527,0.33162,0.31854
0.36011,0.35451,0.34376,0.32275,0.33723,0.30173,0.31527,0.33162,0.31854,0.31667
0.35451,0.34376,0.32275,0.33723,0.30173,0.31527,0.33162,0.31854,0.31667,0.29939
0.34376,0.32275,0.33723,0.30173,0.31527,0.33162,0.31854,0.31667,0.29939,0.31854
0.32275,0.33723,0.30173,0.31527,0.33162,0.31854,0.31667,0.29939,0.31854,0.33022
0.33723,0.30173,0.31527,0.33162,0.31854,0.31667,0.29939,0.31854,0.33022,0.35077
0.30173,0.31527,0.33162,0.31854,0.31667,0.29939,0.31854,0.33022,0.35077,0.34003
0.31527,0.33162,0.31854,0.31667,0.29939,0.31854,0.33022,0.35077,0.34003,0.31154
0.33162,0.31854,0.31667,0.29939,0.31854,0.33022,0.35077,0.34003,0.31154,0.28865
0.31854,0.31667,0.29939,0.31854,0.33022,0.35077,0.34003,0.31154,0.28865,0.29659
0.31667,0.29939,0.31854,0.33022,0.35077,0.34003,0.31154,0.28865,0.29659,0.31434
0.29939,0.31854,0.33022,0.35077,0.34003,0.31154,0.28865,0.29659,0.31434,0.32742
0.31854,0.33022,0.35077,0.34003,0.31154,0.28865,0.29659,0.31434,0.32742,0.3078
0.33022,0.35077,0.34003,0.31154,0.28865,0.29659,0.31434,0.32742,0.3078,0.32321
0.35077,0.34003,0.31154,0.28865,0.29659,0.31434,0.32742,0.3078,0.32321,0.33489
0.34003,0.31154,0.28865,0.29659,0.31434,0.32742,0.3078,0.32321,0.33489,0.3461
0.31154,0.28865,0.29659,0.31434,0.32742,0.3078,0.32321,0.33489,0.3461,0.31808
0.28865,0.29659,0.31434,0.32742,0.3078,0.32321,0.33489,0.3461,0.31808,0.37085
0.29659,0.31434,0.32742,0.3078,0.32321,0.33489,0.3461,0.31808,0.37085,0.3433
0.31434,0.32742,0.3078,0.32321,0.33489,0.3461,0.31808,0.37085,0.3433,0.37132
0.32742,0.3078,0.32321,0.33489,0.3461,0.31808,0.37085,0.3433,0.37132,0.40028
0.3078,0.32321,0.33489,0.3461,0.31808,0.37085,0.3433,0.37132,0.40028,0.37132
0.32321,0.33489,0.3461,0.31808,0.37085,0.3433,0.37132,0.40028,0.37132,0.33489
0.33489,0.3461,0.31808,0.37085,0.3433,0.37132,0.40028,0.37132,0.33489,0.33816
0.3461,0.31808,0.37085,0.3433,0.37132,0.40028,0.37132,0.33489,0.33816,0.32321
0.31808,0.37085,0.3433,0.37132,0.40028,0.37132,0.33489,0.33816,0.32321,0.31574
0.37085,0.3433,0.37132,0.40028,0.37132,0.33489,0.33816,0.32321,0.31574,0.30687
0.3433,0.37132,0.40028,0.37132,0.33489,0.33816,0.32321,0.31574,0.30687,0.27043
0.37132,0.40028,0.37132,0.33489,0.33816,0.32321,0.31574,0.30687,0.27043,0.23821
0.40028,0.37132,0.33489,0.33816,0.32321,0.31574,0.30687,0.27043,0.23821,0.23447
0.37132,0.33489,0.33816,0.32321,0.31574,0.30687,0.27043,0.23821,0.23447,0.20364
0.33489,0.33816,0.32321,0.31574,0.30687,0.27043,0.23821,0.23447,0.20364,0.19897
0.33816,0.32321,0.31574,0.30687,0.27043,0.23821,0.23447,0.20364,0.19897,0.17795
0.32321,0.31574,0.30687,0.27043,0.23821,0.23447,0.20364,0.19897,0.17795,0.16301
0.31574,0.30687,0.27043,0.23821,0.23447,0.20364,0.19897,0.17795,0.16301,0.16534
0.30687,0.27043,0.23821,0.23447,0.20364,0.19897,0.17795,0.16301,0.16534,0.17468
0.27043,0.23821,0.23447,0.20364,0.19897,0.17795,0.16301,0.16534,0.17468,0.16021
0.23821,0.23447,0.20364,0.19897,0.17795,0.16301,0.16534,0.17468,0.16021,0.16861
0.23447,0.20364,0.19897,0.17795,0.16301,0.16534,0.17468,0.16021,0.16861,0.1901
0.20364,0.19897,0.17795,0.16301,0.16534,0.17468,0.16021,0.16861,0.1901,0.16441
0.19897,0.17795,0.16301,0.16534,0.17468,0.16021,0.16861,0.1901,0.16441,0.14526
0.17795,0.16301,0.16534,0.17468,0.16021,0.16861,0.1901,0.16441,0.14526,0.13265
0.16301,0.16534,0.17468,0.16021,0.16861,0.1901,0.16441,0.14526,0.13265,0.13498
0.16534,0.17468,0.16021,0.16861,0.1901,0.16441,0.14526,0.13265,0.13498,0.10416
0.17468,0.16021,0.16861,0.1901,0.16441,0.14526,0.13265,0.13498,0.10416,0.08454
0.16021,0.16861,0.1901,0.16441,0.14526,0.13265,0.13498,0.10416,0.08454,0.08127
0.16861,0.1901,0.16441,0.14526,0.13265,0.13498,0.10416,0.08454,0.08127,0.075199
0.1901,0.16441,0.14526,0.13265,0.13498,0.10416,0.08454,0.08127,0.075199,0.068192
0.16441,0.14526,0.13265,0.13498,0.10416,0.08454,0.08127,0.075199,0.068192,0.045773
0.14526,0.13265,0.13498,0.10416,0.08454,0.08127,0.075199,0.068192,0.045773,0.050911
0.13265,0.13498,0.10416,0.08454,0.08127,0.075199,0.068192,0.045773,0.050911,0.041102
0.13498,0.10416,0.08454,0.08127,0.075199,0.068192,0.045773,0.050911,0.041102,0.03503
0.10416,0.08454,0.08127,0.075199,0.068192,0.045773,0.050911,0.041102,0.03503,0.039234
0.08454,0.08127,0.075199,0.068192,0.045773,0.050911,0.041102,0.03503,0.039234,0.036432
0.08127,0.075199,0.068192,0.045773,0.050911,0.041102,0.03503,0.039234,0.036432,0.028491
0.075199,0.068192,0.045773,0.050911,0.041102,0.03503,0.039234,0.036432,0.028491,0.017749
0.068192,0.045773,0.050911,0.041102,0.03503,0.039234,0.036432,0.028491,0.017749,0.037833
0.045773,0.050911,0.041102,0.03503,0.039234,0.036432,0.028491,0.017749,0.037833,0.031761
0.050911,0.041102,0.03503,0.039234,0.036432,0.028491,0.017749,0.037833,0.031761,0.035497
0.041102,0.03503,0.039234,0.036432,0.028491,0.017749,0.037833,0.031761,0.035497,0.031761
0.03503,0.039234,0.036432,0.028491,0.017749,0.037833,0.031761,0.035497,0.031761,0.050444
0.039234,0.036432,0.028491,0.017749,0.037833,0.031761,0.035497,0.031761,0.050444,0.052312
0.036432,0.028491,0.017749,0.037833,0.031761,0.035497,0.031761,0.050444,0.052312,0.078001
0.028491,0.017749,0.037833,0.031761,0.035497,0.031761,0.050444,0.052312,0.078001,0.10509
0.017749,0.037833,0.031761,0.035497,0.031761,0.050444,0.052312,0.078001,0.10509,0.1205
0.037833,0.031761,0.035497,0.031761,0.050444,0.052312,0.078001,0.10509,0.1205,0.16815
0.031761,0.035497,0.031761,0.050444,0.052312,0.078001,0.10509,0.1205,0.16815,0.21952
0.035497,0.031761,0.050444,0.052312,0.078001,0.10509,0.1205,0.16815,0.21952,0.24148
0.031761,0.050444,0.052312,0.078001,0.10509,0.1205,0.16815,0.21952,0.24148,0.27837
0.050444,0.052312,0.078001,0.10509,0.1205,0.16815,0.21952,0.24148,0.27837,0.4199
0.052312,0.078001,0.10509,0.1205,0.16815,0.21952,0.24148,0.27837,0.4199,0.42784
0.078001,0.10509,0.1205,0.16815,0.21952,0.24148,0.27837,0.4199,0.42784,0.47314
0.10509,0.1205,0.16815,0.21952,0.24148,0.27837,0.4199,0.42784,0.47314,0.43157
0.1205,0.16815,0.21952,0.24148,0.27837,0.4199,0.42784,0.47314,0.43157,0.41429
0.16815,0.21952,0.24148,0.27837,0.4199,0.42784,0.47314,0.43157,0.41429,0.39888
0.21952,0.24148,0.27837,0.4199,0.42784,0.47314,0.43157,0.41429,0.39888,0.3503
0.24148,0.27837,0.4199,0.42784,0.47314,0.43157,0.41429,0.39888,0.3503,0.28024
0.27837,0.4199,0.42784,0.47314,0.43157,0.41429,0.39888,0.3503,0.28024,0.38393
0.4199,0.42784,0.47314,0.43157,0.41429,0.39888,0.3503,0.28024,0.38393,0.34984
0.42784,0.47314,0.43157,0.41429,0.39888,0.3503,0.28024,0.38393,0.34984,0.36151
0.47314,0.43157,0.41429,0.39888,0.3503,0.28024,0.38393,0.34984,0.36151,0.37599
0.43157,0.41429,0.39888,0.3503,0.28024,0.38393,0.34984,0.36151,0.37599,0.36525
0.41429,0.39888,0.3503,0.28024,0.38393,0.34984,0.36151,0.37599,0.36525,0.40215
0.39888,0.3503,0.28024,0.38393,0.34984,0.36151,0.37599,0.36525,0.40215,0.38814
0.3503,0.28024,0.38393,0.34984,0.36151,0.37599,0.36525,0.40215,0.38814,0.39608
0.28024,0.38393,0.34984,0.36151,0.37599,0.36525,0.40215,0.38814,0.39608,0.3802
0.38393,0.34984,0.36151,0.37599,0.36525,0.40215,0.38814,0.39608,0.3802,0.37366
0.34984,0.36151,0.37599,0.36525,0.40215,0.38814,0.39608,0.3802,0.37366,0.36759
0.36151,0.37599,0.36525,0.40215,0.38814,0.39608,0.3802,0.37366,0.36759,0.33629
0.37599,0.36525,0.40215,0.38814,0.39608,0.3802,0.37366,0.36759,0.33629,0.32555
0.36525,0.40215,0.38814,0.39608,0.3802,0.37366,0.36759,0.33629,0.32555,0.35778
0.40215,0.38814,0.39608,0.3802,0.37366,0.36759,0.33629,0.32555,0.35778,0.32882
0.38814,0.39608,0.3802,0.37366,0.36759,0.33629,0.32555,0.35778,0.32882,0.33723
0.39608,0.3802,0.37366,0.36759,0.33629,0.32555,0.35778,0.32882,0.33723,0.31667
0.3802,0.37366,0.36759,0.33629,0.32555,0.35778,0.32882,0.33723,0.31667,0.33022
0.37366,0.36759,0.33629,0.32555,0.35778,0.32882,0.33723,0.31667,0.33022,0.3503
0.36759,0.33629,0.32555,0.35778,0.32882,0.33723,0.31667,0.33022,0.3503,0.33255
0.33629,0.32555,0.35778,0.32882,0.33723,0.31667,0.33022,0.3503,0.33255,0.31621
0.32555,0.35778,0.32882,0.33723,0.31667,0.33022,0.3503,0.33255,0.31621,0.33676
0.35778,0.32882,0.33723,0.31667,0.33022,0.3503,0.33255,0.31621,0.33676,0.29566
0.32882,0.33723,0.31667,0.33022,0.3503,0.33255,0.31621,0.33676,0.29566,0.28818
0.33723,0.31667,0.33022,0.3503,0.33255,0.31621,0.33676,0.29566,0.28818,0.29332
0.31667,0.33022,0.3503,0.33255,0.31621,0.33676,0.29566,0.28818,0.29332,0.30733
0.33022,0.3503,0.33255,0.31621,0.33676,0.29566,0.28818,0.29332,0.30733,0.29052
0.3503,0.33255,0.31621,0.33676,0.29566,0.28818,0.29332,0.30733,0.29052,0.3036
0.33255,0.31621,0.33676,0.29566,0.28818,0.29332,0.30733,0.29052,0.3036,0.29659
0.31621,0.33676,0.29566,0.28818,0.29332,0.30733,0.29052,0.3036,0.29659,0.32135
0.33676,0.29566,0.28818,0.29332,0.30733,0.29052,0.3036,0.29659,0.32135,0.29566
0.29566,0.28818,0.29332,0.30733,0.29052,0.3036,0.29659,0.32135,0.29566,0.31808
0.28818,0.29332,0.30733,0.29052,0.3036,0.29659,0.32135,0.29566,0.31808,0.31621
0.29332,0.30733,0.29052,0.3036,0.29659,0.32135,0.29566,0.31808,0.31621,0.31948
0.30733,0.29052,0.3036,0.29659,0.32135,0.29566,0.31808,0.31621,0.31948,0.33302
0.29052,0.3036,0.29659,0.32135,0.29566,0.31808,0.31621,0.31948,0.33302,0.33816
0.3036,0.29659,0.32135,0.29566,0.31808,0.31621,0.31948,0.33302,0.33816,0.35871
0.29659,0.32135,0.29566,0.31808,0.31621,0.31948,0.33302,0.33816,0.35871,0.37085
0.32135,0.29566,0.31808,0.31621,0.31948,0.33302,0.33816,0.35871,0.37085,0.36945
0.29566,0.31808,0.31621,0.31948,0.33302,0.33816,0.35871,0.37085,0.36945,0.37693
0.31808,0.31621,0.31948,0.33302,0.33816,0.35871,0.37085,0.36945,0.37693,0.39701
0.31621,0.31948,0.33302,0.33816,0.35871,0.37085,0.36945,0.37693,0.39701,0.35077
0.31948,0.33302,0.33816,0.35871,0.37085,0.36945,0.37693,0.39701,0.35077,0.36058
0.33302,0.33816,0.35871,0.37085,0.36945,0.37693,0.39701,0.35077,0.36058,0.32088
0.33816,0.35871,0.37085,0.36945,0.37693,0.39701,0.35077,0.36058,0.32088,0.29939
0.35871,0.37085,0.36945,0.37693,0.39701,0.35077,0.36058,0.32088,0.29939,0.31481
0.37085,0.36945,0.37693,0.39701,0.35077,0.36058,0.32088,0.29939,0.31481,0.28585
0.36945,0.37693,0.39701,0.35077,0.36058,0.32088,0.29939,0.31481,0.28585,0.23821
0.37693,0.39701,0.35077,0.36058,0.32088,0.29939,0.31481,0.28585,0.23821,0.26249
0.39701,0.35077,0.36058,0.32088,0.29939,0.31481,0.28585,0.23821,0.26249,0.20738
0.35077,0.36058,0.32088,0.29939,0.31481,0.28585,0.23821,0.26249,0.20738,0.21859
0.36058,0.32088,0.29939,0.31481,0.28585,0.23821,0.26249,0.20738,0.21859,0.18076
0.32088,0.29939,0.31481,0.28585,0.23821,0.26249,0.20738,0.21859,0.18076,0.1971
0.29939,0.31481,0.28585,0.23821,0.26249,0.20738,0.21859,0.18076,0.1971,0.17702
0.31481,0.28585,0.23821,0.26249,0.20738,0.21859,0.18076,0.1971,0.17702,0.18356
0.28585,0.23821,0.26249,0.20738,0.21859,0.18076,0.1971,0.17702,0.18356,0.17609
0.23821,0.26249,0.20738,0.21859,0.18076,0.1971,0.17702,0.18356,0.17609,0.1915
0.26249,0.20738,0.21859,0.18076,0.1971,0.17702,0.18356,0.17609,0.1915,0.15507
0.20738,0.21859,0.18076,0.1971,0.17702,0.18356,0.17609,0.1915,0.15507,0.149
0.21859,0.18076,0.1971,0.17702,0.18356,0.17609,0.1915,0.15507,0.149,0.14152
0.18076,0.1971,0.17702,0.18356,0.17609,0.1915,0.15507,0.149,0.14152,0.13218
0.1971,0.17702,0.18356,0.17609,0.1915,0.15507,0.149,0.14152,0.13218,0.13498
0.17702,0.18356,0.17609,0.1915,0.15507,0.149,0.14152,0.13218,0.13498,0.093414
0.18356,0.17609,0.1915,0.15507,0.149,0.14152,0.13218,0.13498,0.093414,0.093414
0.17609,0.1915,0.15507,0.149,0.14152,0.13218,0.13498,0.093414,0.093414,0.078001
